@ref(networkElement)|@const(IpagLPort)class
@index(PE_LPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|access_flag|bmp_clci|card_type|clci|clfi|cust_circuit_id|cvlanid|cvlan_id_bot|cvlan_id_top|device_name|ds1_ckt_id|evc_name|grc|icore_evcname|ineffect|interface_ip_addr|interface_number|interface_string|log_port_name|log_port_number|mcn|mlppp_grp_number|nvlan_id_top|peip_addr|pvc_id|remote_cvlanid_bot|remote_cvlanid_top|remote_cvlanid|remote_ipaddr|remote_port_aid|remote_log_port_name|remote_nvlan_id_top|remote_svlanid|remote_vlanid|scp_service|service_name|service_options|soc|sub_interface|subscriber_name|svlanid|vlanid|uni_nni|vrf_name|vpn_name
143.0.68.184/0/1/6/6030|143.0.68.184/0/1/6/6030|143.0.68.184/0/1/6/6030|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||99/KRFN/300010/NV|||Y||||00/UNIF/121412/SP_301664_Port_A|6030|||||||||||||||||||6030|||||VPWS:30619|
12.123.80.17/1/0/2/37|12.123.80.17/1/0/2/37|12.123.80.17/1/0/2/37|ETHERNET-NFO|IPAG|IPAG|true|S|||||P101S/GE1N/CRCYNVAA1IP/CRCYNVAA3IP|||||CRCYNVAA1IP|||||N||||P101S/GE1N/CRCYNVAA1IP/CRCYNVAA3IP_Port_A|37|||||||||||P101S/GE1N/CRCYNVAA1IP/CRCYNVAA3IP_Port_Z||||||||||||||
143.0.68.248/0/1/2/260|143.0.68.248/0/1/2/260|143.0.68.248/0/1/2/260|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMA308|||||N||||CVLAN_3444_414266_Port_A|260|||||||||||||||||||||||||
143.0.68.34/1/0/2/6|143.0.68.34/1/0/2/6|143.0.68.34/1/0/2/6|ETHERNET-NFO|IPAG|IPAG|true|S|||||106/GE1N/CRCYNVMAH02/CRCYNVMAH03|||||CRCYNVMAH03|||||N||||106/GE1N/CRCYNVMAH02/CRCYNVMAH03_Port_Z|6|||||||||||106/GE1N/CRCYNVMAH02/CRCYNVMAH03_Port_A||||||||||||||
143.0.68.247/4/2/4/6008|143.0.68.247/4/2/4/6008|143.0.68.247/4/2/4/6008|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANCT5||99/ABCD/349971/MN|||N||||Port_7421554|6008|||||||||||||||||||6008|||||VPWS:29127|
10.144.0.154/2/3/1/6000|10.144.0.154/2/3/1/6000|10.144.0.154/2/3/1/6000|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCA02W31||85/VLXP/050969/PT|||Y||||10/KRFN/050909/PT_410410_Port_A|6000|||||||||||||||||||6000|||||L2CKT:32284|
10.144.0.137/3/3/1/2188|10.144.0.137/3/3/1/2188|10.144.0.137/3/3/1/2188|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W|||||N||||102/E-Links/ORLDFLMA011/ORLDFLMA51W_Port_Z|2188|||||||||||||||||||||||||
148.0.131.182/4/1/6/6044|148.0.131.182/4/1/6/6044|148.0.131.182/4/1/6/6044|NFO-MOBILITY|NTE|IPAG|true|S||||||||||RENONVYAY3Q||25/YOYJ/211511/AC|||Y||||25/YHYJ/225511/UK_249758_Port_A|6044|||||||||||||||||||6044|||||VPWS:23836|
148.0.131.182/4/1/6/6031|148.0.131.182/4/1/6/6031|148.0.131.182/4/1/6/6031|NFO-MOBILITY|NTE|IPAG|true|S||||||||||RENONVYAY3Q||88/EVCS/822056/FJ|||Y||||Port_4830537|6031|||||||||||||||||||6031|||||VPWS:23760|
150.0.0.215/1/0/3/51|150.0.0.215/1/0/3/51|150.0.0.215/1/0/3/51|ETHERNET-NFO|IPAG|IPAG|true|S|||||M102N/GE1N/CRCYNVMAA03/CRCYNVMAA62|||||CRCYNVMAA03|||||N||||M102N/GE1N/CRCYNVMAA03/CRCYNVMAA62_Port_A|51|||||||||||||||||||||||||
149.0.3.223/1/0/1/46|149.0.3.223/1/0/1/46|149.0.3.223/1/0/1/46|ETHERNET-NFO|IPAG|IPAG|true|B|||||111/GE1N/DYBHFLMAL08/DYBHFLMAL10|||||DYBHFLMAL10|||||N||||111/GE1N/DYBHFLMAL08/DYBHFLMAL10_Port_Z|46|||||||||||111/GE1N/DYBHFLMAL08/DYBHFLMAL10_Port_A||||||||||||||
149.9.0.6/0/1/0/6005|149.9.0.6/0/1/0/6005|149.9.0.6/0/1/0/6005|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAWA5||56/VLXP/700020/SB|||Y||||56/KSGN/700004/SB_262152_Port_A|6005|||||||||||||||||||6005|||||VPWS:25619|
8.8.0.172/5/0/0/9|8.8.0.172/5/0/0/9|8.8.0.172/5/0/0/9|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA61W||99/DNEC/897650/US|||Y||||22/KQRY/123457/NV_160093_Port_A|9|||||||||||||||||||9|||||L2CKT:62523|
149.0.3.222/4/0/7/6001|149.0.3.222/4/0/7/6001|149.0.3.222/4/0/7/6001|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAL08||95/KIYR/159454/SB|||Y||||05/KRFN/132654/SB_284509_Port_A|6001|||||||||||||||||||6001|||||L2CKT:28294|
143.0.68.184/0/1/7/278|143.0.68.184/0/1/7/278|143.0.68.184/0/1/7/278|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMCV22|||||N||||JU102/GE1N/DYBHFLMA669/DYBHFLMCV22_NMV4092_Port_A|278|||||||||||||||||||||||||
143.0.68.242/5/0/0/6013|143.0.68.242/5/0/0/6013|143.0.68.242/5/0/0/6013|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02||76/ABCD/972787/MN|||Y||||08/KRFN/582013/RB_410956_Port_A|6013|||||||||||||||||||6013|||||L2CKT:32394|
12.82.0.53/3/0/9/107|12.82.0.53/3/0/9/107|12.82.0.53/3/0/9/107|ETHERNET-NFO|IPAG|IPAG|true|B|||||B101M/GE1N/ORLDFL24B10/ORLDFL24FIP|||||ORLDFL24FIP|||||N||||B101M/GE1N/ORLDFL24B10/ORLDFL24FIP_Port_Z|107|||||||||||B101M/GE1N/ORLDFL24B10/ORLDFL24FIP_Port_A||||||||||||||
143.0.68.247/4/2/4/65|143.0.68.247/4/2/4/65|143.0.68.247/4/2/4/65|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANCT5|||||N||||CVLAN_2991_291218_Port_A|65|||||||||||||||||||||||||
12.123.80.214/4/0/7/168|12.123.80.214/4/0/7/168|12.123.80.214/4/0/7/168|ETHERNET-NFO|IPAG|IPAG|true|S|||||102/GE1N/SNJSCAHUDK3/SNJSCAHUL51|||||SNJSCAHUDK3|||||N||||102/GE1N/SNJSCAHUDK3/SNJSCAHUL51_Port_A|168|||||||||||102/GE1N/SNJSCAHUDK3/SNJSCAHUL51_Port_Z||||||||||||||
150.0.0.232/0/0/1/6027|150.0.0.232/0/0/1/6027|150.0.0.232/0/0/1/6027|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAL01||99/ABCD/389005/MN|||Y||||99/KRFN/290100/NV_275177_Port_A|6027|||||||||||||||||||6027|||||VPWS:26464|
143.0.68.168/7/0/1/6000|143.0.68.168/7/0/1/6000|143.0.68.168/7/0/1/6000|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB1MX||52/VLXP/785365/SB|||Y||||85/KSGN/759254/SB_288300_Port_A|6000|||||||||||||||||||6000|||||VPWS:28843|
143.0.68.172/3/0/0/6010|143.0.68.172/3/0/0/6010|143.0.68.172/3/0/0/6010|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV01||98/KRFN/874116/ES|||Y||||08/KRFN/872116/SB_408262_Port_A|6010|||||||||||||||||||6010|||||VPLS:32006|
149.0.3.222/4/0/9/396|149.0.3.222/4/0/9/396|149.0.3.222/4/0/9/396|ETHERNET-NFO|IPAG|IPAG|true|B|||||A101D/GE1N/DYBHFLMAL08/DYBHFLMAN1Q|||||DYBHFLMAL08|||||N||||A101D/GE1N/DYBHFLMAL08/DYBHFLMAN1Q_Port_A|396|||||||||||A101D/GE1N/DYBHFLMAL08/DYBHFLMAN1Q_Port_Z||||||||||||||
149.9.0.29/0/0/0/3|149.9.0.29/0/0/0/3|149.9.0.29/0/0/0/3|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMAH72|||||N||||JU103/GE1N/DYBHFLMAH72/DYBHFLMAW21_NMV127_Port_A|3|||||||||||||||||||||||||
149.0.3.195/0/1/0/12|149.0.3.195/0/1/0/12|149.0.3.195/0/1/0/12|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMAL06|||||N||||10/E-Links/DYBHFLMAL06/DYBHFLMAL07_Port_A|12|||||||||||||||||||||||||
150.0.0.232/0/0/6/8|150.0.0.232/0/0/6/8|150.0.0.232/0/0/6/8|ETHERNET-NFO|IPAG|IPAG|true|S|||||M101N/GE1N/CRCYNVMAL01/CRCYNVMAL07|||||CRCYNVMAL01|||||N||||M101N/GE1N/CRCYNVMAL01/CRCYNVMAL07_Port_A|8|||||||||||M101N/GE1N/CRCYNVMAL01/CRCYNVMAL07_Port_Z||||||||||||||
8.8.0.172/5/0/0/21|8.8.0.172/5/0/0/21|8.8.0.172/5/0/0/21|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA61W||12/OCTO/061010/SH|||Y||||12/SEPT/280910/SS_161072_Port_A|21|||||||||||||||||||21|||||L2CKT:63036|
150.0.0.168/2/0/0/6000|150.0.0.168/2/0/0/6000|150.0.0.168/2/0/0/6000|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVMAI41||25/EVCM/032913/SB|||Y||||76/KRFN/871651/NV_304702_Port_A|6000|||||||||||||||||||6000|||||VPLS:31584|
143.0.68.184/0/0/9/141|143.0.68.184/0/0/9/141|143.0.68.184/0/0/9/141|ETHERNET-NFO|IPAG|IPAG|true|B|||||D105R/GE1N/DYBHFLMBR01/DYBHFLMCV22|||||DYBHFLMCV22|||||N||||D105R/GE1N/DYBHFLMBR01/DYBHFLMCV22_Port_Z|141|||||||||||D105R/GE1N/DYBHFLMBR01/DYBHFLMCV22_Port_A||||||||||||||
143.0.68.247/4/2/4/6014|143.0.68.247/4/2/4/6014|143.0.68.247/4/2/4/6014|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANCT5||99/ABCD/332109/MN|||Y||||Port_6711907|6014|||||||||||||||AVPN||||6014|||||VPWS:29155|
8.8.0.154/0/1/4/3|8.8.0.154/0/1/4/3|8.8.0.154/0/1/4/3|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA56W||EVC_KKMM_9876|||Y||||02/CHET/021010/NV_161133_Port_A|3|||||||||||||||||||3|||||VPLS:63082|
10.144.0.137/1/1/9/748|10.144.0.137/1/1/9/748|10.144.0.137/1/1/9/748|ETHERNET-NFO|IPAG|IPAG|true|B|||||JU103/GE1N/GSVLFLMAA10/ORLDFLMA51W|||||ORLDFLMA51W|||||N||||JU103/GE1N/GSVLFLMAA10/ORLDFLMA51W_Port_A|748|||||||||||||||||||||||||
8.8.0.205/1/0/3/6|8.8.0.205/1/0/3/6|8.8.0.205/1/0/3/6|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVAA5D5|||||N||||100/E-Links/CRCYNVAAQ61/CRCYNVAA5D5_Port_Z|6|||||||||||||||||||||||||
143.0.24.237/1/0/1/24|143.0.24.237/1/0/1/24|143.0.24.237/1/0/1/24|ETHERNET-NFO|IPAG|IPAG|true|S|||||102/GE1N/CRCYNVMB1Z1/ORLDFLMA245|||||CRCYNVMB1Z1|||||N||||102/GE1N/CRCYNVMB1Z1/ORLDFLMA245_Port_A|24|||||||||||||||||||||||||
10.144.0.137/3/3/4/2057|10.144.0.137/3/3/4/2057|10.144.0.137/3/3/4/2057|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W|||||N||||100/E-Links/ORLDFLMA5OA/ORLDFLMA51W_Port_Z|2057|||||||||||||||||||||||||
150.0.0.168/5/1/6/6039|150.0.0.168/5/1/6/6039|150.0.0.168/5/1/6/6039|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAI41||05/EVCS/213106/SR|||Y||||45/NHBH/415258/KJ_274160_Port_A|6039|||||||||||||||||||6039|||||VPWS:26618|
143.0.68.242/5/0/0/6040|143.0.68.242/5/0/0/6040|143.0.68.242/5/0/0/6040|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02||77/KRFN/010223/SZ|||Y||||08/KRFN/582013/RB_414061_Port_A|6040|||||||||||||||||||6040|||||L2CKT:32879|
150.0.0.215/0/0/0/6018|150.0.0.215/0/0/0/6018|150.0.0.215/0/0/0/6018|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAA03||56/KRFN/327729/NF|||Y||||02/KRFN/172809/NV_284823_Port_A|6018|||||||||||||||||||6018|||||VPWS:28438|
12.123.80.214/3/0/9/235|12.123.80.214/3/0/9/235|12.123.80.214/3/0/9/235|ETHERNET-NFO|IPAG|IPAG|true|S|||||P104J/GE1N/SNJSCAHUDK1/SNJSCAHUDK3|||||SNJSCAHUDK3|||||N||||P104J/GE1N/SNJSCAHUDK1/SNJSCAHUDK3_Port_Z|235|||||||||||P104J/GE1N/SNJSCAHUDK1/SNJSCAHUDK3_Port_A||||||||||||||
148.0.131.182/4/1/6/6027|148.0.131.182/4/1/6/6027|148.0.131.182/4/1/6/6027|NFO-MOBILITY|NTE|IPAG|true|S||||||||||RENONVYAY3Q||45/ETNK/123456/SB|||Y||||Port_4817843|6027|||||||||||||||||||6027|||||VPLS:23749|
148.0.131.182/4/0/9/23|148.0.131.182/4/0/9/23|148.0.131.182/4/0/9/23|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||RENONVYAY3Q|||||N||||Port_4511463|23|||||||||||||||||||||||||
143.0.68.247/4/2/4/77|143.0.68.247/4/2/4/77|143.0.68.247/4/2/4/77|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANCT5|||||N||||CVLAN_2314_291592_Port_A|77|||||||||||||||||||||||||
10.144.0.154/1/2/4/6008|10.144.0.154/1/2/4/6008|10.144.0.154/1/2/4/6008|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCA02W31||85/VLXM/306071/PT|||Y||||85/KRFN/306711/PT_406331_Port_A|6008|||||||||||||||||||6008|||||VPLS:31716|
149.9.0.6/0/1/0/6013|149.9.0.6/0/1/0/6013|149.9.0.6/0/1/0/6013|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAWA5||62/KSGN/902204/SB|||Y||||56/KSGN/700004/SB_266664_Port_A|6013|||||||||||||||||||6013|||||VPLS:26076|
143.0.68.242/3/0/3/6002|143.0.68.242/3/0/3/6002|143.0.68.242/3/0/3/6002|NFO-MOBILITY|NTE|IPAG|true|B||||||||||GSVLFLANH02||44/EVCM/457874/PJ|||Y||||01/KRFN/789641/RB_305378_Port_A|6002|||||||||||||||||||6002|||||VPLS:31727|
143.0.68.212/0/0/5/6008|143.0.68.212/0/0/5/6008|143.0.68.212/0/0/5/6008|NFO-MOBILITY|NTE|IPAG|true|B||||||||||GSVLFLST5MD||54/VLXM/700005/SB|||Y||||54/KRGN/700011/SB_290509_Port_A|6008|||||||||||||||||||6008|||||VPLS:29056|
12.82.0.53/1/0/3/125|12.82.0.53/1/0/3/125|12.82.0.53/1/0/3/125|ETHERNET-NFO|IPAG|IPAG|true|B|||||S113G/GE1N/ORLDFL24FIP/ORLDFL24Q10|||||ORLDFL24FIP|||||N||||S113G/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_A|125|||||||||||S113G/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_Z||||||||||||||
10.144.0.147/1/0/0/6023|10.144.0.147/1/0/0/6023|10.144.0.147/1/0/0/6023|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLPH51W||58/CUXM/701090/SB|||Y||||85/KQGN/101006/SB_304167_Port_A|6023|||||||||||||||||||6023|||||VPLS:31300|
143.0.68.184/0/0/5/6027|143.0.68.184/0/0/5/6027|143.0.68.184/0/0/5/6027|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||12/PEVC/156234/SK|||Y||||65/JUJU/817161/HH_292765_Port_A|6027|||||||||||||||||||6027|||||VPWS:29305|
12.123.80.214/2/0/9/6007|12.123.80.214/2/0/9/6007|12.123.80.214/2/0/9/6007|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK3||48/EVCM/329233/RS|||Y||||01/KRFN/100200/SB_283011_Port_A|6007|||||||||||||||||||6007|||||VPLS:27902|
143.0.68.229/1/0/5/22|143.0.68.229/1/0/5/22|143.0.68.229/1/0/5/22|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB027|||||N||||CVLAN_586_289272_Aend|22|||||||||||||||||||||||||
12.123.80.197/0/0/0/6000|12.123.80.197/0/0/0/6000|12.123.80.197/0/0/0/6000|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFL32ZSA||01/EVCAB/001|||Y||||18/KRFN/002212/SB_172586_Port_A|6000|||||||||||||||||||6000|||||L2CKT:22014|
10.144.0.137/1/1/3/707|10.144.0.137/1/1/3/707|10.144.0.137/1/1/3/707|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W|||||N||||JU101/GE1N/GSVLFLMAA04/ORLDFLMA51W_NMV4092_Port_A|707|||||||||||||||||||||||||
10.144.0.154/2/0/0/6000|10.144.0.154/2/0/0/6000|10.144.0.154/2/0/0/6000|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCA02W31||86/VLXP/503521/PT|||Y||||86/KQGN/503520/PT_258522_Port_A|6000|||||||||||||||||||6000|||||VPWS:25014|
8.8.0.172/4/0/7/110|8.8.0.172/4/0/7/110|8.8.0.172/4/0/7/110|ETHERNET-NFO|IPAG|IPAG|true|S|||||P101S/GE1N/CRCYNVAA35N/CRCYNVAA61W|||||CRCYNVAA61W|||||N||||P101S/GE1N/CRCYNVAA35N/CRCYNVAA61W_Port_A|110|||||||||||P101S/GE1N/CRCYNVAA35N/CRCYNVAA61W_Port_Z||||||||||||||
10.144.0.137/1/3/5/6059|10.144.0.137/1/3/5/6059|10.144.0.137/1/3/5/6059|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W||85/CUXM/111037/SB|||Y||||85/KQGN/110371/SB_277263_Port_A|6059|||||||||||||||||||6059|||||L2CKT:27004|
143.0.68.247/4/2/4/6032|143.0.68.247/4/2/4/6032|143.0.68.247/4/2/4/6032|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANCT5||99/ABCD/389008/MN|||Y||||95/KRFN/919370/SB_301066_Port_A|6032|||||||||||||||AVPN||||6032|||||VPWS:25763|
143.0.24.144/3/0/0/62|143.0.24.144/3/0/0/62|143.0.24.144/3/0/0/62|ETHERNET-NFO|IPAG|IPAG|true|B|||||P108J/GE10/GSVLFLAN1KW/GSVLFLAN2EW|||||GSVLFLAN2EW|||||N||||P108J/GE10/GSVLFLAN1KW/GSVLFLAN2EW_Port_A|62|||||||||||||||||||||||||
143.0.68.242/4/1/5/334|143.0.68.242/4/1/5/334|143.0.68.242/4/1/5/334|ETHERNET-NFO|IPAG|IPAG|true|B|||||R102B/GE1N/GSVLFLANH02/GSVLFLAN889|||||GSVLFLANH02|||||N||||R102B/GE1N/GSVLFLANH02/GSVLFLAN889_Port_A|334|||||||||||||||||||||||||
143.0.68.184/0/1/5/156|143.0.68.184/0/1/5/156|143.0.68.184/0/1/5/156|ETHERNET-NFO|IPAG|IPAG|true|B|||||P107J/GE1N/DYBHFLMBR01/DYBHFLMCV22|||||DYBHFLMCV22|||||N||||P107J/GE1N/DYBHFLMBR01/DYBHFLMCV22_Port_Z|156|||||||||||P107J/GE1N/DYBHFLMBR01/DYBHFLMCV22_Port_A||||||||||||||
12.123.80.214/2/1/2/6006|12.123.80.214/2/1/2/6006|12.123.80.214/2/1/2/6006|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK3||02/EVCM/240387/JP|||Y||||19/KQGN/190311/SB_180346_Port_A|6006|||||||||||||||||||6006|||||VPLS:22393|
150.0.0.216/0/0/4/19|150.0.0.216/0/0/4/19|150.0.0.216/0/0/4/19|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVMAA05|||||N||||1/E-Links/CRCYNVMAA05/CRCYNVMAT27_Port_A|19|||||||||||||||||||||||||
10.144.0.137/1/3/5/6070|10.144.0.137/1/3/5/6070|10.144.0.137/1/3/5/6070|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W||85/VLXP/210060/SB|||Y||||85/KQGN/110371/SB_289732_Port_A|6070|||||||||||||||||||6070|||||VPWS:28767|
12.82.0.62/1/1/5/14|12.82.0.62/1/1/5/14|12.82.0.62/1/1/5/14|ETHERNET-NFO|IPAG|IPAG|true|B|||||O103I/GE1N/ORLDFL24D1Q/ORLDFL24Q10|||||ORLDFL24Q10|||||N||||O103I/GE1N/ORLDFL24D1Q/ORLDFL24Q10_Port_Z|14|||||||||||O103I/GE1N/ORLDFL24D1Q/ORLDFL24Q10_Port_A||||||||||||||
10.144.0.137/1/3/5/6046|10.144.0.137/1/3/5/6046|10.144.0.137/1/3/5/6046|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W||99/RFFF/660099/JF|||Y||||10/KQGN/100621/SB_253267_Port_A|6046|||||||||||||||||||6046|||||VPLS:24114|
143.0.68.35/1/0/3/7|143.0.68.35/1/0/3/7|143.0.68.35/1/0/3/7|ETHERNET-NFO|IPAG|IPAG|true|S|||||107/GE1N/CRCYNVMAH02/CRCYNVMAH03|||||CRCYNVMAH02|||||N||||107/GE1N/CRCYNVMAH02/CRCYNVMAH03_Port_A|7|||||||||||107/GE1N/CRCYNVMAH02/CRCYNVMAH03_Port_Z||||||||||||||
10.144.0.137/3/0/6/2348|10.144.0.137/3/0/6/2348|10.144.0.137/3/0/6/2348|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W|||||N||||114/E-Links/ORLDFLMA011/ORLDFLMA51W_Port_Z|2348|||||||||||||||||||||||||
143.0.68.35/1/0/9/30|143.0.68.35/1/0/9/30|143.0.68.35/1/0/9/30|ETHERNET-NFO|IPAG|IPAG|true|S|||||W102E/GE1N/CRCYNVMAH01/CRCYNVMAH02|||||CRCYNVMAH02|||||N||||W102E/GE1N/CRCYNVMAH01/CRCYNVMAH02_Port_Z|30|||||||||||W102E/GE1N/CRCYNVMAH01/CRCYNVMAH02_Port_A||||||||||||||
12.82.0.53/4/0/1/171|12.82.0.53/4/0/1/171|12.82.0.53/4/0/1/171|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL24FIP|||||N||||1/Z-Links/ORLDFL24AEM/ORLDFL24FIP_NMV127_Port_A|171|||||||||||||||||||||||||
12.123.80.197/1/0/0/6|12.123.80.197/1/0/0/6|12.123.80.197/1/0/0/6|ETHERNET-NFO|IPAG|IPAG|true|B|||||A101J/GE1N/ORLDFL32B61/ORLDFL32ZSA|||||ORLDFL32ZSA|||||N||||A101J/GE1N/ORLDFL32B61/ORLDFL32ZSA_Port_Z|6|||||||||||A101J/GE1N/ORLDFL32B61/ORLDFL32ZSA_Port_A||||||||||||||
149.9.0.29/0/0/4/6011|149.9.0.29/0/0/4/6011|149.9.0.29/0/0/4/6011|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAH72||05/KQGN/781655/SB|||Y||||Port_5607993|6011|||||||||||||||||||6011||||||
143.0.68.247/4/2/4/78|143.0.68.247/4/2/4/78|143.0.68.247/4/2/4/78|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANCT5|||||N||||95/KRFN/919370/SB_291596_Port_A|78|||||||||||||||||||||||||
143.0.68.168/7/0/1/6008|143.0.68.168/7/0/1/6008|143.0.68.168/7/0/1/6008|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB1MX||19/EVCP/304903/RS|||Y||||85/KSGN/759254/SB_289302_Port_A|6008|||||||||||||||||||6008|||||VPWS:28942|
143.0.68.242/3/2/1/182|143.0.68.242/3/2/1/182|143.0.68.242/3/2/1/182|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02|||||N||||1/Z-Links/GSVLFLANH02/GSVLFLAN924_NMV4091_Aend|182|||||||||||||||||||||||||
150.0.0.168/5/1/6/6006|150.0.0.168/5/1/6/6006|150.0.0.168/5/1/6/6006|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAI41||02/SHAS/291211/EV|||Y||||45/NHBH/415258/KJ_262788_Port_A|6006|||||||||||||||||||6006|||||VPLS:25695|
149.0.3.222/2/2/0/6004|149.0.3.222/2/2/0/6004|149.0.3.222/2/2/0/6004|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAL08||00.DUMY.160612.RK|||Y||||74/UNIF/767612/SB_284390_Port_A|6004|||||||||||||||||||6004|||||L2CKT:28206|
143.0.24.237/0/0/5/6001|143.0.24.237/0/0/5/6001|143.0.24.237/0/0/5/6001|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMB1Z1||87/KRFN/232122/AG|||Y||||UK101/GE1N/CRCYNVMB1Z1/CRCYNVMB1Z3_413183_Port_A|6001|||||||||||||||||||6001|||||VPLS:32722|
150.0.0.168/5/3/7/26|150.0.0.168/5/3/7/26|150.0.0.168/5/3/7/26|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE1N/CRCYNVMAB69/CRCYNVMAI41|||||CRCYNVMAI41|||||N||||101/GE1N/CRCYNVMAB69/CRCYNVMAI41_Port_Z|26|||||||||||101/GE1N/CRCYNVMAB69/CRCYNVMAI41_Port_A||||||||||||||
149.0.3.128/5/0/0/6014|149.0.3.128/5/0/0/6014|149.0.3.128/5/0/0/6014|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAH71||53/KRFN/061090/SB|||Y||||56/KRGN/700010/SB_262278_Port_A|6014|||||||||||||||||||6014|||||VPLS:25650|
143.0.68.170/2/0/1/213|143.0.68.170/2/0/1/213|143.0.68.170/2/0/1/213|ETHERNET-NFO|IPAG|IPAG|true|B|||||108/GE1N/DYBHFLMA3A8/DYBHFLMB2MX|||||DYBHFLMB2MX|||||N||||108/GE1N/DYBHFLMA3A8/DYBHFLMB2MX_Port_Z|213|||||||||||108/GE1N/DYBHFLMA3A8/DYBHFLMB2MX_Port_A||||||||||||||
12.123.80.27/2/0/3/6010|12.123.80.27/2/0/3/6010|12.123.80.27/2/0/3/6010|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA3IP||19/MPTS/517125/SR|||Y||||34/ASDE/675432/ER_203964_Port_A|6010|||||||||||||||||||6010|||||VPLS:22672|
12.80.72.33/1/1/4/6|12.80.72.33/1/1/4/6|12.80.72.33/1/1/4/6|ETHERNET-NFO|IPAG|IPAG|true|B|||||H102K/GE1N/RLGHNCMA121/RLGHNCMA421|||||RLGHNCMA121|||||N||||H102K/GE1N/RLGHNCMA121/RLGHNCMA421_Port_A|6|||||||||||H102K/GE1N/RLGHNCMA121/RLGHNCMA421_Port_Z||||||||||||||
