@ref(networkElement)|@const(IpagPPort)class
@index(PE_PPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|access_flag|acnaban|bmp_clci|clci|clfi|device_type|evc_name|ineffect|mcn|port_aid|port_ipaddr|port_lag_id|port_lag_ip|port_num|remote_device_name|remote_device_model|remote_device_type|remote_device_ipaddr|remote_deviceloopback10ip|remote_deviceloopbackip|remote_slot_number|remote_slot_name|remote_port_aid|remote_ptnii|subscriber_name|soc|vrf_name|vpn_name|uni_nni
10.144.0.154/2/0/0|10.144.0.154/2/0/0|10.144.0.154/2/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JU105/GE1N/SNJSCA02W31/SNJSCA021KW|JUNIPER MX SERIES||Y||ge-2/0/0||||0|SNJSCA021KW||CIENA NTE|10.204.1.80|||||25||||||
12.80.68.135/3/0/5|12.80.68.135/3/0/5|12.80.68.135/3/0/5|ETHERNET-NFO|IPAG|IPAG|true|B|||||J102P/GE1N/RLGHNCMOAEX/RLGHNCMOW2K|JUNIPER MX SERIES||||ge-3/0/5||ae2||1|RLGHNCMOAEX||CIENA EMUX|10.204.160.116|||||21||||||
149.0.3.196/5/1/1|149.0.3.196/5/1/1|149.0.3.196/5/1/1|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAD01/CRCYNVMAZR2|JUNIPER MX SERIES||N||ge-5/1/1||||0|CRCYNVMAZR2||CIENA NTE|10.204.85.88|||||9||||||
143.0.68.242/3/1/0|143.0.68.242/3/1/0|143.0.68.242/3/1/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAR5S/GSVLFLANH02|JUNIPER MX SERIES||Y||ge-3/1/0||||0|DYBHFLMAR5S||CIENA NTE|10.204.12.14|||||9||||||
12.123.80.201/5/0/0|12.123.80.201/5/0/0|12.123.80.201/5/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/ORLDFL32ZSB/ORLDFL32ZX1|JUNIPER MX SERIES||N||ge-5/0/0||||0|ORLDFL32ZX1||CIENA NTE|10.204.65.126|||||26||||||
12.82.0.53/4/0/8|12.82.0.53/4/0/8|12.82.0.53/4/0/8|ETHERNET-NFO|IPAG|IPAG|true|B|||||N104K/GE1N/ORLDFL24FIP/ORLDFL24Q10|JUNIPER MX SERIES||||ge-4/0/8||ae32||0|ORLDFL24Q10||JUNIPER MX SERIES|10.204.246.205|12.123.75.40|12.82.0.62|37|3/7|ge-1/3/7||||||
12.80.84.29/3/0/1|12.80.84.29/3/0/1|12.80.84.29/3/0/1|NFO-MOBILITY|NTE|IPAG|true|S|||||S107M/GE1N/CRCYNVHU3AW/CRCYNVMA51W|JUNIPER MX SERIES||N||ge-3/0/1||||1|CRCYNVHU3AW||CIENA NTE|10.204.6.65|||||25||||||
143.0.68.229/1/0/7|143.0.68.229/1/0/7|143.0.68.229/1/0/7|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMB027/DYBHFLMB1N1|JUNIPER MX SERIES||Y||ge-1/0/7||||0|DYBHFLMB1N1||CIENA NTE|10.204.10.198|||||9||||||
12.82.0.53/3/0/1|12.82.0.53/3/0/1|12.82.0.53/3/0/1|NFO-MOBILITY|NTE|IPAG|true|B|||||E101T/GE1N/ORLDFL24FIP/RLGHNCMA23K|JUNIPER MX SERIES||Y||ge-3/0/1||||0|RLGHNCMA23K||CIENA NTE|10.204.200.177|||||27||||||
143.0.68.175/0/0/3|143.0.68.175/0/0/3|143.0.68.175/0/0/3|NFO-MOBILITY|NTE|IPAG|true|B|||||JP102/GE10/DYBHFLMCV04/DYBHFLMCY7C|JUNIPER MX SERIES||Y||xe-0/0/3||||0|DYBHFLMCY7C||CIENA NTE|10.204.11.107|||||11||||||
149.0.3.196/2/3/6|149.0.3.196/2/3/6|149.0.3.196/2/3/6|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAD01/CRCYNVMAZR3|JUNIPER MX SERIES||Y||ge-2/3/6||||0|CRCYNVMAZR3||CIENA NTE|10.204.85.89|||||9||||||
149.0.3.196/2/0/6|149.0.3.196/2/0/6|149.0.3.196/2/0/6|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAD01/CRCYNVMAZAR|JUNIPER MX SERIES||Y||ge-2/0/6||||0|CRCYNVMAZAR||CIENA NTE|10.204.85.65|||||9||||||
10.144.0.154/1/0/4|10.144.0.154/1/0/4|10.144.0.154/1/0/4|ETHERNET-NFO|IPAG|IPAG|true|S|||||111/GE1N/SNJSCAJN0IW/SNJSCA02W31|JUNIPER MX SERIES||||ge-1/0/4||ae4||0|||||||||||||||
12.123.80.214/2/0/5|12.123.80.214/2/0/5|12.123.80.214/2/0/5|NFO-MOBILITY|NTE|IPAG|true|S|||||R101T/GE1N/SNJSCAHUDK3/SNJSCAHUSD6|JUNIPER MX SERIES||N||ge-2/0/5||||0|SNJSCAHUSD6||CIENA NTE|10.204.81.26|||||25||||||
12.123.80.143/2/0/0|12.123.80.143/2/0/0|12.123.80.143/2/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||A101A/GE1N/ORLDFL32ZZ4/ORLDFL323F2|JUNIPER MX SERIES||||ge-2/0/0||ae0||0|ORLDFL323F2||ADTRAN 5000 SERIES|10.204.65.137|||||1||||||
143.0.68.248/1/0/4|143.0.68.248/1/0/4|143.0.68.248/1/0/4|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/DYBHFLMA308/DYBHFLMA383|JUNIPER MX SERIES||Y||ge-1/0/4||||0|DYBHFLMA383||CIENA NTE|10.204.11.162|||||9||||||
143.0.68.248/1/2/3|143.0.68.248/1/2/3|143.0.68.248/1/2/3|NFO-MOBILITY|NTE|IPAG|true|B|||||D101R/GE1N/DYBHFLMA308/DYBHFLMA993|JUNIPER MX SERIES||Y||ge-1/2/3||||0|DYBHFLMA993||CIENA NTE|10.204.11.203|||||9||||||
12.82.0.53/5/0/1|12.82.0.53/5/0/1|12.82.0.53/5/0/1|ETHERNET-NFO|IPAG|IPAG|true|B|||||J102P/GE1N/ORLDFL24AEX/ORLDFL24FIP|JUNIPER MX SERIES||||ge-5/0/1||||1|||||||||||||||
149.0.3.196/5/0/3|149.0.3.196/5/0/3|149.0.3.196/5/0/3|NFO-MOBILITY|NTE|IPAG|true|S|||||S101D/GE1N/CRCYNVMAD01/STAGFLMAKN1|JUNIPER MX SERIES||N||ge-5/0/3||||0|STAGFLMAKN1||CIENA NTE|10.204.161.12|||||25||||||
12.82.100.7/5/0/6|12.82.100.7/5/0/6|12.82.100.7/5/0/6|NFO-MOBILITY|NTE|IPAG|true|B|||||J101B/GE1N/RLGHNCMOD3H/RLGHNCMOPS1|JUNIPER MX SERIES||N||ge-5/0/6||||1|RLGHNCMOD3H||CIENA NTE|10.204.160.83|||||25||||||
149.9.0.29/3/0/0|149.9.0.29/3/0/0|149.9.0.29/3/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JP102/GE10/DYBHFLMAH72/DYBHFLMAIO6|JUNIPER MX SERIES||Y||xe-3/0/0||||0|DYBHFLMAIO6||CIENA NTE|10.204.9.101|||||11||||||
10.144.0.65/5/1/0|10.144.0.65/5/1/0|10.144.0.65/5/1/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JP106/GE10/ORLDFLACH20/ORLDFLMA61W|JUNIPER MX SERIES||Y||xe-5/1/0||||0|ORLDFLACH20||CIENA NTE|10.204.66.90|||||11||||||
10.144.0.65/4/0/3|10.144.0.65/4/0/3|10.144.0.65/4/0/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||JU103/GE1N/ORLDFLBOWA1/ORLDFLMA61W|JUNIPER MX SERIES||||ge-4/0/3||ae1||1|||||||||||||||
143.0.68.240/5/0/1|143.0.68.240/5/0/1|143.0.68.240/5/0/1|NFO-MOBILITY|NTE|IPAG|true|B|||||JU104/GE1N/GSVLFLANAC1/GSVLFLANMZN|JUNIPER MX SERIES||Y||ge-5/0/1||||0|GSVLFLANMZN||CIENA NTE|10.204.132.165|||||10||||||
12.82.0.62/1/1/2|12.82.0.62/1/1/2|12.82.0.62/1/1/2|ETHERNET-NFO|IPAG|IPAG|true|B|||||A106S/GE1N/ORLDFL24D1Q/ORLDFL24Q10|JUNIPER MX SERIES||||ge-1/1/2||||1|ORLDFL24D1Q||JUNIPER MX SERIES|10.204.246.206|12.123.75.41|12.82.0.63|4|0/4|ge-4/0/4||||||
12.82.0.62/2/1/3|12.82.0.62/2/1/3|12.82.0.62/2/1/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||P104S/GE1N/ORLDFL24E91/ORLDFL24Q10|JUNIPER MX SERIES||||ge-2/1/3||||1|||||||||||||||
149.0.3.196/5/1/0|149.0.3.196/5/1/0|149.0.3.196/5/1/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JU102/GE1N/CRCYNVMAD01/CRCYNVMAZ81|JUNIPER MX SERIES||Y||ge-5/1/0||||0|CRCYNVMAZ81||CIENA NTE|10.204.85.54|||||10||||||
143.0.68.240/2/0/1|143.0.68.240/2/0/1|143.0.68.240/2/0/1|ETHERNET-NFO|IPAG|IPAG|true|B|||||JU104/GE1N/GSVLFLANAC1/GSVLFLANRMD|JUNIPER MX SERIES||||ge-2/0/1||||0|||||||||||||||
150.0.0.217/0/0/5|150.0.0.217/0/0/5|150.0.0.217/0/0/5|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE1N/CRCYNVMAA04/CRCYNVMA240|JUNIPER MX SERIES||||ge-0/0/5||ae20||0|CRCYNVMA240||JUNIPER MX SERIES|143.1.33.29|147.0.0.29|143.0.68.42|1|0/1|ge-1/0/1||||||
10.144.0.137/1/2/9|10.144.0.137/1/2/9|10.144.0.137/1/2/9|NFO-MOBILITY|NTE|IPAG|true|B|||||JU104/GE1N/ORLDFLMA51W/ORLFFLXM0AW|JUNIPER MX SERIES||Y||ge-1/2/9||||0|ORLFFLXM0AW||CIENA NTE|135.16.243.16|||||10||||||
143.0.68.110/2/1/2|143.0.68.110/2/1/2|143.0.68.110/2/1/2|ETHERNET-NFO|IPAG|IPAG|true|S|||||JU101/GE1N/SNJSCAAOW02/SNJSCA0221W|JUNIPER MX SERIES||||ge-2/1/2||ae0||0|||||||||||||||
143.0.68.242/3/1/4|143.0.68.242/3/1/4|143.0.68.242/3/1/4|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/GSVLFLANDJ1/GSVLFLANH02|JUNIPER MX SERIES||Y||ge-3/1/4||||0|GSVLFLANDJ1||CIENA NTE|10.204.132.199|||||9||||||
149.0.3.222/5/1/3|149.0.3.222/5/1/3|149.0.3.222/5/1/3|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/DYBHFLMAD31/DYBHFLMAL08|JUNIPER MX SERIES||Y||ge-5/1/3||||0|DYBHFLMAD31||CIENA NTE|10.204.9.204|||||9||||||
12.123.80.197/0/0/2|12.123.80.197/0/0/2|12.123.80.197/0/0/2|NFO-MOBILITY|NTE|IPAG|true|B|||||H101B/GE1N/ORLDFL32N36/ORLDFL32ZSA|JUNIPER MX SERIES||Y||ge-0/0/2||||1|ORLDFL32N36||CIENA NTE|10.204.65.136|||||25||||||
10.144.0.65/0/0/1|10.144.0.65/0/0/1|10.144.0.65/0/0/1|ETHERNET-NFO|IPAG|IPAG|true|B|||||Y106F/GE10/ORLDFLMA52W/ORLDFLMA61W|JUNIPER MX SERIES||||xe-0/0/1||||1|ORLDFLMA52W||VR1|192.168.43.17||10.144.0.62|||||||||
12.80.84.29/3/0/0|12.80.84.29/3/0/0|12.80.84.29/3/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||104/GE1N/CRCYNVMAH42/CRCYNVMA51W|JUNIPER MX SERIES||||ge-3/0/0||||1|CRCYNVMAH42||CIENA EMUX|10.204.6.68|||||22||||||
149.0.3.198/2/0/0|149.0.3.198/2/0/0|149.0.3.198/2/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVAA28Z/CRCYNVMAD02|JUNIPER MX SERIES||Y||ge-2/0/0||||0|CRCYNVAA28Z||CIENA NTE|10.204.84.242|||||26||||||
149.0.3.195/0/0/0|149.0.3.195/0/0/0|149.0.3.195/0/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JP109/GE10/DYBHFLMAL06/DYBHFLMAL35|JUNIPER MX SERIES||Y||xe-0/0/0||||0|DYBHFLMAL35||CIENA NTE|10.204.9.157|||||11||||||
143.0.68.173/0/0/0|143.0.68.173/0/0/0|143.0.68.173/0/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/DYBHFLMCJ1K/DYBHFLMCV02|JUNIPER MX SERIES||||ge-0/0/0||ae0||0|DYBHFLMCJ1K||CIENA EMUX|10.204.11.103|||||22||||||
12.82.0.53/2/0/6|12.82.0.53/2/0/6|12.82.0.53/2/0/6|ETHERNET-NFO|IPAG|IPAG|true|B|||||A111P/GE1N/ORLDFL24FIP/ORLDFL24Q10|JUNIPER MX SERIES||||ge-2/0/6||ae7|12.82.38.121|0|ORLDFL24Q10||JUNIPER MX SERIES|10.204.246.205|12.123.75.40|12.82.0.62|38|3/8|ge-2/3/8||||||
12.82.0.62/1/2/0|12.82.0.62/1/2/0|12.82.0.62/1/2/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||S113G/GE1N/ORLDFL24FIP/ORLDFL24Q10|JUNIPER MX SERIES||||ge-1/2/0||ae15||1|ORLDFL24FIP||JUNIPER MX SERIES|10.204.246.168|12.123.75.11|12.82.0.53|3|0/3|ge-1/0/3||||||
143.0.68.212/0/0/6|143.0.68.212/0/0/6|143.0.68.212/0/0/6|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/GSVLFLST5MD/GSVLFLST5X1|JUNIPER MX SERIES||N||ge-0/0/6||||0|GSVLFLST5X1||CIENA NTE|10.204.132.119|||||9||||||
12.123.80.122/2/3/6|12.123.80.122/2/3/6|12.123.80.122/2/3/6|ETHERNET-NFO|IPAG|IPAG|true|B|||||106/GE1N/ORLDFL32II3/ORLDFL32II8|JUNIPER MX SERIES||||ge-2/3/6||||0|ORLDFL32II8||VR1||||||||||||
12.82.0.53/5/1/0|12.82.0.53/5/1/0|12.82.0.53/5/1/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||G104H/GE1N/ORLDFL24FIP/ORLDFL24IIP|JUNIPER MX SERIES||||ge-5/1/0||ae12||0|ORLDFL24IIP||JUNIPER MX SERIES|10.204.246.174|12.123.75.17|12.82.0.55|10|1/0|ge-5/1/0||||||
143.0.68.242/4/0/0|143.0.68.242/4/0/0|143.0.68.242/4/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||R101P/GE1N/GSVLFLANH02/GSVLFLAN933|JUNIPER MX SERIES||||ge-4/0/0||ae0||0|GSVLFLAN933||CIENA EMUX|10.204.132.204|||||21||||||
143.0.68.35/1/0/0|143.0.68.35/1/0/0|143.0.68.35/1/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||104/GE1N/CRCYNVMAH02/CRCYNVMAH03|JUNIPER MX SERIES||||ge-1/0/0||ae20|149.0.30.33|0|CRCYNVMAH03||JUNIPER MX SERIES|143.1.33.21|147.0.0.21|143.0.68.34|0|0/0|ge-1/0/0||||||
143.0.68.170/2/0/0|143.0.68.170/2/0/0|143.0.68.170/2/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU104/GE1N/DYBHFLMBAJX/DYBHFLMB2MX|JUNIPER MX SERIES||N||ge-2/0/0||||0|DYBHFLMBAJX||CIENA NTE|10.204.10.252|||||10||||||
8.8.0.154/0/3/7|8.8.0.154/0/3/7|8.8.0.154/0/3/7|NFO-MOBILITY|NTE|IPAG|true|S|||||A101S/GE1N/CRCYNVAAC3K/CRCYNVAA56W|JUNIPER MX SERIES||N||ge-0/3/7||||1|CRCYNVAAC3K||CIENA NTE|10.204.90.229|||||25||||||
149.0.3.222/5/2/2|149.0.3.222/5/2/2|149.0.3.222/5/2/2|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAL08/DYBHFLMAZSD|JUNIPER MX SERIES||Y||ge-5/2/2||||0|DYBHFLMAZSD||CIENA NTE|10.204.9.212|||||9||||||
143.0.24.132/3/1/0|143.0.24.132/3/1/0|143.0.24.132/3/1/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/SNJSCA020FW/SNJUCAHF0AW|JUNIPER MX SERIES||N||ge-3/1/0||||0|SNJUCAHF0AW||CIENA NTE|10.204.135.195|||||9||||||
12.82.100.7/5/0/0|12.82.100.7/5/0/0|12.82.100.7/5/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||S101G/GE1N/RLGHNCMOPS1/RLGHNCMOPS2|JUNIPER MX SERIES||N||ge-5/0/0||||0|RLGHNCMOPS2||CIENA NTE|10.204.160.80|||||25||||||
12.82.0.53/1/0/8|12.82.0.53/1/0/8|12.82.0.53/1/0/8|ETHERNET-NFO|IPAG|IPAG|true|B|||||116/GE1N/ORLDFL24FIP/ORLDFL24Q10|JUNIPER MX SERIES||||ge-1/0/8||ae8|196.174.132.191|0|ORLDFL24Q10||JUNIPER MX SERIES|10.204.246.205|12.123.75.40|12.82.0.62|32|3/2|ge-1/3/2||||||
149.0.3.196/2/0/8|149.0.3.196/2/0/8|149.0.3.196/2/0/8|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAD01/CRCYNVMAZ7V|JUNIPER MX SERIES||Y||ge-2/0/8||||0|CRCYNVMAZ7V||CIENA NTE|10.204.85.85|||||9||||||
143.0.68.172/1/1/0|143.0.68.172/1/1/0|143.0.68.172/1/1/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE10/DYBHFLMCV01/DYBHFLMC501|JUNIPER MX SERIES||||xe-1/1/0||ae0||0|||||||||||||||
149.0.3.194/2/0/0|149.0.3.194/2/0/0|149.0.3.194/2/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE1N/CRCYNVMAD06/CRCYNVMAD80|JUNIPER MX SERIES||||ge-2/0/0||ae0||0|CRCYNVMAD80||CIENA EMUX|10.204.85.76|||||23||||||
12.123.80.27/1/0/0|12.123.80.27/1/0/0|12.123.80.27/1/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||P101S/GE1N/CRCYNVAA1IP/CRCYNVAA3IP|JUNIPER MX SERIES||||ge-1/0/0||ae22|107.18.20.225|1|CRCYNVAA1IP||JUNIPER MX SERIES|12.122.122.38|12.123.136.26|12.123.80.17|2|0/2|ge-1/0/2||||||
149.0.3.196/0/1/1|149.0.3.196/0/1/1|149.0.3.196/0/1/1|NFO-MOBILITY|NTE|IPAG|true|S|||||JU102/GE1N/CRCYNVAA1VB/CRCYNVMAD01|JUNIPER MX SERIES||Y||ge-0/1/1||||0|CRCYNVAA1VB||CIENA NTE|10.204.84.251|||||9||||||
143.0.68.35/1/1/5|143.0.68.35/1/1/5|143.0.68.35/1/1/5|ETHERNET-NFO|IPAG|IPAG|true|S|||||W108E/GE1N/CRCYNVMAH01/CRCYNVMAH02|JUNIPER MX SERIES||||ge-1/1/5||ae22|149.0.30.237|1|CRCYNVMAH01||JUNIPER MX SERIES|10.204.242.45|12.122.129.222|149.9.0.28|12|1/2|ge-5/1/2||||||
12.123.80.27/5/0/0|12.123.80.27/5/0/0|12.123.80.27/5/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||103/GE1N/CRCYNVAA3IP/CRCYNVHUTO8|JUNIPER MX SERIES||N||ge-5/0/0||||0|CRCYNVHUTO8||CIENA NTE|10.204.80.218|||||25||||||
8.8.0.205/2/0/5|8.8.0.205/2/0/5|8.8.0.205/2/0/5|ETHERNET-NFO|IPAG|IPAG|true|S|||||S101G/GE1N/CRCYNVAAE19/CRCYNVAA5D5|JUNIPER MX SERIES||||ge-2/0/5||||1|CRCYNVAAE19||CIENA EMUX|10.204.90.248|||||21||||||
143.0.68.248/1/0/9|143.0.68.248/1/0/9|143.0.68.248/1/0/9|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMA308/DYBHFLMA662|JUNIPER MX SERIES||Y||ge-1/0/9||||0|DYBHFLMA662||CIENA NTE|10.204.11.175|||||9||||||
12.82.0.62/3/0/4|12.82.0.62/3/0/4|12.82.0.62/3/0/4|ETHERNET-NFO|IPAG|IPAG|true|B|||||B101C/GE1N/ORLDFL24A85/ORLDFL24Q10|JUNIPER MX SERIES||||ge-3/0/4||ae67||1|ORLDFL24A85||CIENA EMUX|10.204.200.106|||||22||||||
10.144.0.137/3/1/6|10.144.0.137/3/1/6|10.144.0.137/3/1/6|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/ORLDFLMATKB/ORLDFLMA51W|JUNIPER MX SERIES||N||ge-3/1/6||||0|ORLDFLMATKB||CIENA NTE|10.204.67.71|||||9||||||
149.0.3.134/5/0/0|149.0.3.134/5/0/0|149.0.3.134/5/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||103/GE1N/DYBHFLMAH06/DYBHFLMAH57|JUNIPER MX SERIES||Y||ge-5/0/0||||0|DYBHFLMAH57||CIENA NTE|10.204.8.73|||||26||||||
149.0.3.222/5/0/9|149.0.3.222/5/0/9|149.0.3.222/5/0/9|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAL08/ORLDFLMADX3|JUNIPER MX SERIES||Y||ge-5/0/9||||0|ORLDFLMADX3||CIENA NTE|10.204.9.195|||||9||||||
149.0.3.222/5/0/0|149.0.3.222/5/0/0|149.0.3.222/5/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||S101Y/GE1N/DYBHFLMAL08/DYBHFLMAQAX|JUNIPER MX SERIES||N||ge-5/0/0||||0|DYBHFLMAQAX||CIENA NTE|10.204.9.187|||||9||||||
12.123.80.29/1/0/1|12.123.80.29/1/0/1|12.123.80.29/1/0/1|ETHERNET-NFO|IPAG|IPAG|true|B|||||P101S/GE1N/ORLDFL32PB1/ORLDFL3211A|JUNIPER MX SERIES||||ge-1/0/1||ae44||0|ORLDFL3211A||ADTRAN 5000 SERIES|10.204.64.166|||||1||||||
143.0.24.132/1/0/6|143.0.24.132/1/0/6|143.0.24.132/1/0/6|NFO-MOBILITY|NTE|IPAG|true|S|||||JU110/GE1N/SNJSCARQ0AW/SNJSCA020FW|JUNIPER MX SERIES||Y||ge-1/0/6||||0|SNJSCARQ0AW||CIENA NTE|10.204.135.193|||||10||||||
143.0.68.175/0/3/3|143.0.68.175/0/3/3|143.0.68.175/0/3/3|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE10/DYBHFLMCV04/DYBHFLMC810|JUNIPER MX SERIES||N||xe-0/3/3||||0|DYBHFLMC810||CIENA NTE|10.204.10.221|||||12||||||
143.0.68.248/0/2/1|143.0.68.248/0/2/1|143.0.68.248/0/2/1|NFO-MOBILITY|NTE|IPAG|true|B|||||JU104/GE1N/DYBHFLMAN2S/DYBHFLMA308|JUNIPER MX SERIES||Y||ge-0/2/1||||0|DYBHFLMAN2S||CIENA NTE|10.204.11.244|||||9||||||
143.0.68.247/4/2/0|143.0.68.247/4/2/0|143.0.68.247/4/2/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||104/GE1N/GSVLFLANCT5/GSVLFLANWAH|JUNIPER MX SERIES||||ge-4/2/0||ae1||0|GSVLFLANWAH||CIENA EMUX|10.204.129.112|||||21||||||
12.80.4.13/0/0/0|12.80.4.13/0/0/0|12.80.4.13/0/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||D102F/GE1N/RLGHNCMOA01/RLGHNCMOI01|JUNIPER MX SERIES||||ge-0/0/0||||1|RLGHNCMOA01||ADTRAN 5000 SERIES|10.204.160.95|||||2||||||
10.144.0.65/7/3/0|10.144.0.65/7/3/0|10.144.0.65/7/3/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||Y111B/GE10/ORLDFLMA52W/ORLDFLMA61W|JUNIPER MX SERIES||||xe-7/3/0||||1|ORLDFLMA52W||VR1|192.168.43.17||10.144.0.62|||||||||
143.0.68.247/0/0/4|143.0.68.247/0/0/4|143.0.68.247/0/0/4|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/GSVLFLANCT5/GSVLFLANVMD|JUNIPER MX SERIES||Y||ge-0/0/4||||0|GSVLFLANVMD||CIENA NTE|10.204.132.102|||||9||||||
10.144.0.154/2/0/4|10.144.0.154/2/0/4|10.144.0.154/2/0/4|NFO-MOBILITY|NTE|IPAG|true|S|||||JU120/GE1N/SNJPCAAYH00/SNJSCA02W31|JUNIPER MX SERIES||Y||ge-2/0/4||||0|SNJPCAAYH00||CIENA NTE|192.168.95.37|||||10||||||
12.123.80.143/4/0/0|12.123.80.143/4/0/0|12.123.80.143/4/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||K101M/GE1N/ORLDFL32ZDI/ORLDFL32ZZ4|JUNIPER MX SERIES||||ge-4/0/0||ae1||1|ORLDFL32ZDI||ADTRAN 5000 SERIES|10.204.65.139|||||1||||||
8.8.0.205/2/0/2|8.8.0.205/2/0/2|8.8.0.205/2/0/2|ETHERNET-NFO|IPAG|IPAG|true|S|||||P101S/GE1N/CRCYNVAAE17/CRCYNVAA5D5|JUNIPER MX SERIES||||ge-2/0/2||ae56||1|CRCYNVAAE17||CIENA EMUX|10.204.90.243|||||22||||||
12.82.0.53/4/0/5|12.82.0.53/4/0/5|12.82.0.53/4/0/5|ETHERNET-NFO|IPAG|IPAG|true|B|||||R106H/GE1N/ORLDFL24FIP/ORLDFL24IIP|JUNIPER MX SERIES||||ge-4/0/5||||0|ORLDFL24IIP||JUNIPER MX SERIES|10.204.246.174|12.123.75.17|12.82.0.55|12|1/2|ge-5/1/2||||||
150.0.0.168/5/0/9|150.0.0.168/5/0/9|150.0.0.168/5/0/9|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAIPP/CRCYNVMAI41|JUNIPER MX SERIES||Y||ge-5/0/9||||0|CRCYNVMAIPP||CIENA NTE|10.204.83.151|||||9||||||
8.8.0.172/5/1/2|8.8.0.172/5/1/2|8.8.0.172/5/1/2|NFO-MOBILITY|NTE|IPAG|true|S|||||P101S/GE1N/CRCYNVAA32N/CRCYNVAA61W|JUNIPER MX SERIES||Y||ge-5/1/2||||1|CRCYNVAA32N||CIENA NTE|10.204.90.193|||||25||||||
10.144.0.155/3/1/7|10.144.0.155/3/1/7|10.144.0.155/3/1/7|NFO-MOBILITY|NTE|IPAG|true|S|||||JU114/GE1N/SNJSCAUSH01/SNTCCA0111W|JUNIPER MX SERIES||Y||ge-3/1/7||||0|SNJSCAUSH01||CIENA NTE|10.204.1.109|||||25||||||
10.144.0.155/1/0/1|10.144.0.155/1/0/1|10.144.0.155/1/0/1|NFO-MOBILITY|NTE|IPAG|true|S|||||JU110/GE1N/SNJSCA1A002/SNTCCA0111W|JUNIPER MX SERIES||Y||ge-1/0/1||||0|SNJSCA1A002||CIENA NTE|192.168.95.31|||||9||||||
12.123.80.212/0/0/9|12.123.80.212/0/0/9|12.123.80.212/0/0/9|NFO-MOBILITY|NTE|IPAG|true|S|||||101/GE1N/SNJSCAHUDK1/SNJSCAHU03Y|JUNIPER MX SERIES||N||ge-0/0/9||||0|SNJSCAHU03Y||CIENA NTE|10.204.80.222|||||25||||||
